Fecha Local,Fecha UTC,Latitud,Longitud,Profundidad [Km],Magnitud,Referencia Geográfica
2021-10-08 13:26:54,2021-10-08 16:26:54,-24.16,-67.05199999999999,194.8,4.0 Ml, 106 km al SE de Socaire
2021-10-08 03:43:09,2021-10-08 06:43:09,-23.824,-67.135,244.3,4.3 Mw, 81 km al E de Socaire
2021-10-08 01:16:38,2021-10-08 04:16:38,-24.547,-68.982,108.4,3.0 Ml, 32 km al S de Mina La Escondida.
2021-10-08 00:54:54,2021-10-08 03:54:54,-22.05,-70.30199999999999,19.5,3.1 Ml, 11 km al NO de Tocopilla
2021-10-07 23:30:56,2021-10-08 02:30:56,-22.042,-70.313,34.8,3.0 Ml, 13 km al NO de Tocopilla
2021-10-07 23:09:17,2021-10-08 02:09:17,-22.001,-69.79899999999999,77.1,2.8 Ml, 41 km al N de María Elena
2021-10-07 22:36:46,2021-10-08 01:36:46,-22.09,-68.67399999999999,108.7,2.6 Ml, 50 km al NE de Calama
2021-10-07 20:03:06,2021-10-07 23:03:06,-24.00800000000001,-67.264,238.3,3.5 Ml, 79 km al SE de Socaire
2021-10-07 17:06:09,2021-10-07 20:06:09,-24.284,-67.253,164.4,3.7 Ml, 101 km al SE de Socaire
2021-10-07 05:55:31,2021-10-07 08:55:31,-23.151,-70.748,15.0,2.6 Ml, 31 km al O de Mejillones
2021-10-07 03:10:27,2021-10-07 06:10:27,-21.913,-68.67399999999999,103.6,3.0 Ml, 67 km al NE de Calama
2021-10-06 18:26:06,2021-10-06 21:26:06,-21.7,-68.431,139.4,3.2 Ml, 56 km al S de Ollagüe
2021-10-06 17:10:57,2021-10-06 20:10:57,-24.145,-67.173,213.6,3.9 Ml, 96 km al SE de Socaire
2021-10-06 14:50:33,2021-10-06 17:50:33,-26.374,-71.878,6.0,2.5 Ml, 125 km al O de Chañaral.
2021-10-06 14:48:12,2021-10-06 17:48:12,-23.878,-67.205,244.9,3.2 Ml, 77 km al SE de Socaire
2021-10-06 07:12:03,2021-10-06 10:12:03,-23.039,-70.183,47.3,3.1 Ml, 28 km al E de Mejillones
2021-10-06 06:22:20,2021-10-06 09:22:20,-22.144,-68.57300000000001,126.4,3.0 Ml, 52 km al NE de Calama
2021-10-06 00:19:45,2021-10-06 03:19:45,-24.149,-67.48100000000001,223.5,3.6 Ml, 75 km al SE de Socaire
2021-10-05 21:44:31,2021-10-06 00:44:31,-24.465,-69.54899999999999,88.8,3.4 Ml, 54 km al O de Mina La Escondida.
2021-10-05 18:46:12,2021-10-05 21:46:12,-23.708,-69.418,87.4,3.5 Ml, 60 km al SE de Baquedano
2021-10-05 11:24:47,2021-10-05 14:24:47,-23.631,-68.66,113.4,3.4 Ml, 82 km al NE de Mina La Escondida.
2021-09-29 14:50:54,2021-09-29 17:50:54,-24.129,-67.313,211.3,3.4 Ml, 84 km al SE de Socaire
2021-09-29 10:35:57,2021-09-29 13:35:57,-23.884,-67.186,240.2,3.5 Ml, 79 km al SE de Socaire
2021-09-29 10:21:37,2021-09-29 13:21:37,-24.062,-67.49600000000001,213.6,3.5 Ml, 66 km al SE de Socaire
2021-09-29 07:45:06,2021-09-29 10:45:06,-22.996,-66.835,269.3,2.9 Ml, 126 km al NE de Socaire
2021-09-29 03:45:59,2021-09-29 06:45:59,-21.99,-69.889,81.4,3.3 Ml, 34 km al E de Tocopilla
2021-09-28 05:15:59,2021-09-28 08:15:59,-22.341,-68.712,126.4,3.8 Ml, 27 km al NE de Calama
2021-09-27 23:27:46,2021-09-28 02:27:46,-23.583,-67.979,147.6,4.3 Ml, 9 km al O de Socaire
2021-09-27 20:18:33,2021-09-27 23:18:33,-22.75800000000001,-69.065,80.2,3.4 Ml, 30 km al NE de Sierra Gorda.
2021-09-27 17:13:51,2021-09-27 20:13:51,-22.48,-68.661,121.3,2.8 Ml, 28 km al E de Calama
2021-09-27 15:54:05,2021-09-27 18:54:05,-21.716,-68.545,107.9,3.1 Ml, 62 km al SO de Ollagüe
2021-09-27 14:56:33,2021-09-27 17:56:33,-24.141,-67.53,227.1,5.0 Ml, 71 km al SE de Socaire
2021-09-27 14:06:49,2021-09-27 17:06:49,-22.477,-69.708,64.4,2.6 Ml, 15 km al S de María Elena
2021-09-26 16:52:51,2021-09-26 19:52:51,-21.954,-68.507,121.0,3.0 Ml, 72 km al NE de Calama
2021-09-25 21:27:52,2021-09-26 00:27:52,-21.887,-68.857,137.4,3.5 Ml, 65 km al N de Calama
2021-09-25 16:55:08,2021-09-25 19:55:08,-23.76,-67.199,216.9,4.9 Ml, 73 km al E de Socaire
2021-09-25 11:33:42,2021-09-25 14:33:42,-24.096,-67.368,204.2,3.2 Ml, 77 km al SE de Socaire
2021-09-24 18:50:18,2021-09-24 21:50:18,-22.846,-68.563,97.7,2.7 Ml, 38 km al O de San Pedro de Atacama
2021-09-24 18:10:53,2021-09-24 21:10:53,-21.969,-68.704,115.1,3.3 Ml, 60 km al NE de Calama
2021-09-24 16:51:56,2021-09-24 19:51:56,-26.692,-70.735,55.0,3.9 Ml, 40 km al S de Chañaral.
2021-09-24 06:59:17,2021-09-24 09:59:17,-24.2,-67.575,231.8,3.7 Ml, 75 km al SE de Socaire
2021-09-24 06:41:42,2021-09-24 09:41:42,-23.81900000000001,-67.098,235.4,3.2 Ml, 85 km al E de Socaire
2021-09-24 03:12:15,2021-09-24 06:12:15,-22.836,-68.827,102.3,2.9 Ml, 42 km al S de Calama
2021-09-23 23:19:29,2021-09-24 02:19:29,-24.605,-69.37100000000001,92.6,2.8 Ml, 49 km al SO de Mina La Escondida.
2021-09-23 20:10:24,2021-09-23 23:10:24,-24.25,-67.301,206.1,3.1 Ml, 95 km al SE de Socaire
2021-09-23 18:34:21,2021-09-23 21:34:21,-21.89,-68.538,112.7,3.1 Ml, 76 km al NE de Calama
2021-09-23 10:26:39,2021-09-23 13:26:39,-24.415,-69.264,84.2,3.1 Ml, 27 km al SO de Mina La Escondida.
2021-09-23 07:11:17,2021-09-23 10:11:17,-22.516,-70.274,59.3,2.7 Ml, 48 km al S de Tocopilla
2021-09-22 23:47:14,2021-09-23 02:47:14,-21.685,-68.512,138.0,3.0 Ml, 58 km al SO de Ollagüe
2021-09-22 23:34:29,2021-09-23 02:34:29,-21.887,-70.306,59.9,2.8 Ml, 25 km al NO de Tocopilla
2021-09-22 18:58:06,2021-09-22 21:58:06,-23.562,-67.53,209.2,4.3 Ml, 37 km al E de Socaire
2021-09-22 07:34:15,2021-09-22 10:34:15,-24.117,-67.465,232.0,3.5 Ml, 73 km al SE de Socaire
2021-09-15 01:53:01,2021-09-15 04:53:01,-22.866,-69.005,91.3,3.1 Ml, 32 km al E de Sierra Gorda.
2021-09-15 01:24:36,2021-09-15 04:24:36,-24.077,-67.471,229.0,4.3 Ml, 69 km al SE de Socaire
2021-09-14 23:27:04,2021-09-15 02:27:04,-23.556,-66.77,185.0,2.7 Ml, 114 km al E de Socaire
2021-09-14 20:40:20,2021-09-14 23:40:20,-22.947,-69.042,101.4,2.8 Ml, 29 km al E de Sierra Gorda.
2021-09-14 19:27:54,2021-09-14 22:27:54,-22.017,-70.346,32.0,2.6 Ml, 17 km al NO de Tocopilla
2021-09-14 18:18:40,2021-09-14 21:18:40,-22.908,-69.032,96.9,2.9 Ml, 29 km al E de Sierra Gorda.
2021-09-14 18:05:52,2021-09-14 21:05:52,-24.134,-67.59,215.6,3.0 Ml, 68 km al SE de Socaire
2021-09-14 13:57:18,2021-09-14 16:57:18,-23.815,-67.358,262.3,3.0 Ml, 60 km al SE de Socaire
2021-09-14 13:43:19,2021-09-14 16:43:19,-23.162,-67.2,228.5,3.0 Ml, 85 km al NE de Socaire
2021-09-14 12:46:15,2021-09-14 15:46:15,-22.217,-68.825,121.1,3.2 Ml, 30 km al NE de Calama
2021-09-14 12:40:18,2021-09-14 15:40:18,-22.951,-67.054,268.8,3.1 Ml, 111 km al NE de Socaire
2021-09-14 09:42:22,2021-09-14 12:42:22,-23.59,-69.449,66.8,2.6 Ml, 49 km al SE de Baquedano
2021-09-14 06:23:21,2021-09-14 09:23:21,-21.825,-68.83,121.4,2.9 Ml, 72 km al N de Calama
2021-09-14 03:12:20,2021-09-14 06:12:20,-24.174,-67.494,216.9,2.9 Ml, 76 km al SE de Socaire
2021-09-14 02:24:23,2021-09-14 05:24:23,-24.063,-67.249,237.9,2.9 Ml, 84 km al SE de Socaire
2021-09-14 01:49:49,2021-09-14 04:49:49,-23.38300000000001,-67.943,155.6,2.5 Ml, 24 km al N de Socaire
2021-09-14 01:26:00,2021-09-14 04:26:00,-23.355,-66.715,227.1,2.9 Ml, 123 km al E de Socaire
2021-09-13 23:51:34,2021-09-14 02:51:34,-22.874,-71.528,7.3,2.5 Ml, 113 km al O de Mejillones
2021-09-13 18:51:26,2021-09-13 21:51:26,-22.981,-67.533,231.7,2.7 Ml, 69 km al E de San Pedro de Atacama
2021-09-13 18:40:45,2021-09-13 21:40:45,-24.18,-67.604,225.4,3.5 Ml, 72 km al SE de Socaire
2021-09-13 16:02:44,2021-09-13 19:02:44,-24.305,-67.904,214.8,2.6 Ml, 80 km al S de Socaire
2021-09-13 07:09:42,2021-09-13 10:09:42,-24.19400000000001,-67.263,224.9,4.5 Mw, 93 km al SE de Socaire
2021-09-13 05:53:46,2021-09-13 08:53:46,-21.684,-68.429,123.7,3.3 Ml, 54 km al S de Ollagüe
2021-09-13 5:53,13-09-2021 8:53,-21.684,-68.429,123.7,3.3 Ml, 54 km al S de Ollagüe
2021-09-13 2:41,13-09-2021 5:41,-22.101,-67.738,212.7,2.6 Ml, 103 km al NE de San Pedro de Atacama
2021-09-13 2:18,13-09-2021 5:18,-23.834,-67.461,256.8,6.1 Mww, 51 km al SE de Socaire
2021-09-12 23:46,13-09-2021 2:46,-21.931,-68.708,114.1,2.8 Ml, 64 km al N de Calama
2021-09-12 10:54,09-12-2021 13:54,-23.857,-67.30199999999999,217.3,3.7 Ml, 67 km al SE de Socaire
2021-09-11 23:57,09-12-2021 2:57,-22.64,-68.837,102.4,2.7 Ml, 21 km al SE de Calama
2021-09-11 13:33,09-11-2021 16:33,-22.736,-67.19800000000001,239.1,3.9 Ml, 105 km al E de San Pedro de Atacama
2021-09-11 11:54,09-11-2021 14:54,-23.655,-69.18,80.2,2.8 Ml, 69 km al N de Mina La Escondida.
2021-09-11 10:37,09-11-2021 13:37,-23.007,-68.889,106.8,2.5 Ml, 45 km al E de Sierra Gorda.
2021-09-11 10:12,09-11-2021 13:12,-22.629,-67.85300000000001,187.1,3.6 Ml, 48 km al NE de San Pedro de Atacama
2021-09-11 3:13,09-11-2021 6:13,-22.957,-69.39699999999999,83.0,3.4 Ml, 10 km al SO de Sierra Gorda.
2021-09-11 1:38,09-11-2021 4:38,-23.948,-67.438,220.5,3.6 Ml, 61 km al SE de Socaire
2021-09-11 19:21,09-10-2021 22:21,-24.325,-67.491,193.4,3.4 Ml, 91 km al SE de Socaire
2021-09-11 18:07,09-10-2021 21:07,-23.952,-67.316,215.6,4.7 Ml, 71 km al SE de Socaire
2021-09-10 9:32,09-10-2021 12:32,-22.25,-68.657,123.9,3.2 Ml, 37 km al NE de Calama
